CASE_STATUS,RECEIVED_DATE,DECISION_DATE,VISA_CLASS,JOB_TITLE,FULL_TIME_POSITION,EMPLOYER_STATE,WORKSITE_STATE,WAGE_RATE_OF_PAY_FROM,PREVAILING_WAGE,processing_days
Certified,2022-01-27,2022-02-03,H-1B,Financial Analyst,Y,NY,NY,71000.0,70845.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Systems Analyst JC60,Y,TX,OH,80808.0,80808.0,7
Certified,2022-01-27,2022-02-03,H-1B,.NET DEVELOPER,Y,NJ,IA,93704.0,93704.0,7
Certified,2022-01-27,2022-02-03,H-1B,Database Architect,Y,IL,WA,78600.0,78562.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Manager Robotics & Control Systems Engineer,Y,CA,CA,252200.0,146744.0,7
Certified,2022-01-27,2022-02-03,H-1B,GENESYS IVR DEVELOPER,Y,NJ,NC,100000.0,94806.0,7
Certified,2022-01-27,2022-02-03,H-1B,Performance Engineer,Y,CA,CO,140000.0,94016.0,7
Certified,2022-01-27,2022-02-03,H-1B,Sr. Performance Engineer,Y,MA,AZ,124800.0,107182.0,7
Certified,2022-01-27,2022-02-03,H-1B,MEMBER OF TECHNICAL STAFF- MACHINE LEARNING ENGINEER,Y,CA,CA,130000.0,116043.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Development Engineer,Y,WA,IL,125445.0,125445.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior .Net Developer,Y,NC,NJ,124000.0,108493.0,7
Certified,2022-01-27,2022-02-03,H-1B,Java Developer,Y,VA,GA,87500.0,87485.0,7
Certified,2022-01-27,2022-02-03,H-1B,Computer Programmer,Y,NJ,NJ,76300.0,76294.0,7
Certified,2022-01-27,2022-02-03,H-1B,Staff Scientist,Y,MO,MO,58968.0,58968.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Project Manager - US ,Y,TX,TX,114234.0,114234.0,7
Certified,2022-01-27,2022-02-03,H-1B,HW Commodity Specialist II,Y,WA,WA,79997.0,79997.0,7
Certified,2022-01-27,2022-02-03,H-1B,CLOUD SOLUTION ENGINEER,Y,TX,CA,130303.0,130303.0,7
Certified,2022-01-27,2022-02-03,H-1B,Structural Civil Engineer,Y,NV,NV,85000.0,78874.0,7
Certified,2022-01-27,2022-02-03,H-1B,Scientist II,Y,TX,TX,127500.0,108534.0,7
Certified,2022-01-27,2022-02-03,H-1B,Associate,Y,NJ,TX,135000.0,94037.0,7
Certified,2022-01-27,2022-02-03,H-1B,Audit & Assurance In-Charge,Y,PA,FL,64251.0,64251.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Senior Manager QA, cGMP and GDP",Y,MA,NJ,140000.0,121118.0,7
Certified,2022-01-27,2022-02-03,H-1B,"AVP, Infrastructure Technician, Middleware File Transfer ",Y,NY,NJ,125000.0,114483.0,7
Certified,2022-01-27,2022-02-03,H-1B,Project Delivery Specialist II,Y,PA,TX,108100.0,90750.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Research Scientist, Advanced Optics Design",Y,CA,CA,205000.0,157269.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Advisor, IT Security",Y,TX,RI,99484.0,79394.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Vice President, Data Quality Manager",Y,NY,NY,130000.0,129917.0,7
Certified,2022-01-27,2022-02-03,H-1B,SENIOR BACKEND SOFTWARE ENGINEER,Y,CA,CA,203400.0,167710.0,7
Certified,2022-01-27,2022-02-03,H-1B,Regional FacOps Manager 1615.27710.21,Y,CA,CA,250000.0,134493.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Technical Lead Manager, Perception",Y,CA,CA,290000.0,250286.0,7
Certified,2022-01-27,2022-02-03,H-1B,Hardware Development Engineer II,Y,WA,CA,156000.0,151008.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Senior Associate, TMF Management",Y,NJ,NJ,90000.0,71947.0,7
Certified,2022-01-27,2022-02-03,H-1B,SOFTWARE DEVELOPMENT ENGINEER II,Y,VA,WA,160000.0,119350.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,MA,MA,94535.99,85862.0,7
Certified,2022-01-27,2022-02-03,H-1B,Sr. Maximo Consultant,Y,TX,MD,98550.0,98550.0,7
Certified,2022-01-27,2022-02-03,H-1B,Assistant Professor,Y,NM,NM,117057.0,117057.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Statistician,Y,MO,MO,130000.0,104000.0,7
Certified,2022-01-27,2022-02-03,H-1B,Clinical Laboratory Scientist,Y,FL,FL,27.2,18.58,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer 2,Y,CA,MD,97000.0,95181.0,7
Certified,2022-01-27,2022-02-03,H-1B,MIDDLE SCHOOL SCIENCE TEACHER,Y,SC,SC,44502.0,42210.0,7
Certified,2022-01-27,2022-02-03,H-1B,Business Analyst II,Y,WA,WA,88275.0,88275.0,7
Certified,2022-01-27,2022-02-03,H-1B,Product Manager III - Technical - MBA,Y,WA,WA,144000.0,130375.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Developer,Y,MA,IL,54.0,47.98,7
Certified,2022-01-27,2022-02-03,H-1B,ADVANCED SOFTWARE DEVELOPER,Y,FL,NY,59.43,59.43,7
Certified,2022-01-27,2022-02-03,H-1B,Product Manager 1615.71035,Y,CA,CA,194000.0,157477.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Quality Assurance Engineer,Y,OK,OK,74132.35,59779.0,7
Certified,2022-01-27,2022-02-03,H-1B,Support Engineer II–External,Y,WA,OR,99400.0,84843.0,7
Certified,2022-01-27,2022-02-03,H-1B,Applications Consultant 3,Y,IL,TX,170000.0,109595.0,7
Certified,2022-01-27,2022-02-03,H-1B,Advisory Senior Consultant,Y,PA,NY,78731.0,78731.0,7
Certified,2022-01-27,2022-02-03,H-1B,Project Engineer,Y,CA,CA,110000.0,95930.0,7
Certified,2022-01-27,2022-02-03,H-1B,Professional Services I,Y,WA,TX,117500.0,76898.0,7
Certified,2022-01-27,2022-02-03,H-1B,Systems Engineer,Y,TX,TX,94037.0,94037.0,7
Certified,2022-01-27,2022-02-03,H-1B,Physician,Y,OR,OR,249309.0,249309.0,7
Certified,2022-01-27,2022-02-03,H-1B,Project Engineer,Y,MI,MI,84032.0,84032.0,7
Certified,2022-01-27,2022-02-03,H-1B,Financial Analyst,Y,MA,MA,63003.0,63003.0,7
Certified,2022-01-27,2022-02-03,H-1B,Salesforce CTI Integration Specialist,Y,MA,NC,100027.0,94806.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Developer,Y,MI,MI,34.95,34.95,7
Certified,2022-01-27,2022-02-03,H-1B,Principal Applications Engineer,Y,NC,CA,172245.0,172245.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,WA,SC,122500.0,50461.0,7
Certified,2022-01-27,2022-02-03,H-1B,Advisory Senior Consultant,Y,PA,NY,78731.0,78731.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,WA,WA,119000.0,97760.0,7
Certified,2022-01-27,2022-02-03,H-1B,Test Analyst - II,Y,CA,PA,81766.0,77418.0,7
Certified,2022-01-27,2022-02-03,H-1B,Customer Success Architect,Y,UT,VA,105000.0,102107.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer ,Y,CA,CA,169700.0,130894.0,7
Certified,2022-01-27,2022-02-03,H-1B,Team Leader - Electrical Engineering,Y,CT,MI,109573.0,98030.0,7
Certified,2022-01-27,2022-02-03,H-1B,Actuaries - KBGFJG16665-12,Y,NJ,NJ,218620.3,148221.0,7
Certified,2022-01-27,2022-02-03,H-1B,Analyst ,Y,NJ,TX,86216.0,67475.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software developer,Y,AZ,MI,80163.0,80163.0,7
Certified,2022-01-27,2022-02-03,H-1B,Staff Software Engineer,Y,CA,TX,127504.0,127504.0,7
Certified,2022-01-27,2022-02-03,H-1B,Datawarehouse Engineer,N,TX,TX,54.92,54.92,7
Certified,2022-01-27,2022-02-03,H-1B,Applications Consultant 2,Y,IL,VA,89669.0,89669.0,7
Certified,2022-01-27,2022-02-03,H-1B,Biomedical Scientist,Y,CA,CA,94369.0,77376.0,7
Certified,2022-01-27,2022-02-03,H-1B,DEG Design Engineer,Y,ID,ID,97448.0,85342.0,7
Certified,2022-01-27,2022-02-03,H-1B,Medical Technologist,Y,NE,NE,26.0,23.24,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Financial Analyst - Operations & Supply Chain,Y,CA,WA,110000.0,80850.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Consultant, Software Developer ",Y,IL,OH,78520.0,78520.0,7
Certified,2022-01-27,2022-02-03,H-1B,Applications Support Senior Analyst,Y,NY,TX,130000.0,128315.0,7
Certified,2022-01-27,2022-02-03,H-1B,Audit & Assurance In-Charge,Y,PA,FL,64251.0,64251.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,WA,NC,132300.0,85842.0,7
Certified,2022-01-27,2022-02-03,H-1B,Principal Software Engineer,Y,VA,VA,132000.0,119933.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Associate, Senior Hadoop Architect",Y,NY,MA,153750.48,139922.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Software Engineer,Y,CA,CA,249000.0,139360.0,7
Certified,2022-01-27,2022-02-03,H-1B,Data Analyst,Y,TN,IL,76500.0,76045.0,7
Certified,2022-01-27,2022-02-03,H-1B,Assistant General Counsel - Litigation,Y,PA,NY,226304.0,226304.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Salesforce Software Engineer ,Y,VA,VA,153000.0,117291.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Senior Manager, User Experience and Performance Metrics",Y,NJ,NJ,131000.0,117603.0,7
Certified,2022-01-27,2022-02-03,H-1B,Technical Program Manager,Y,CA,CA,220000.0,212472.0,7
Certified,2022-01-27,2022-02-03,H-1B,Principal,Y,NC,NY,159619.0,159619.0,7
Certified,2022-01-27,2022-02-03,H-1B,Manager JC50,Y,TX,VA,97989.0,97989.0,7
Certified,2022-01-27,2022-02-03,H-1B,Project Manager - US ,Y,TX,IL,93600.0,93600.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Data Scientist II, Model Governance",Y,TX,TX,105000.0,82638.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,CA,CA,130894.0,130894.0,7
Certified,2022-01-27,2022-02-03,H-1B,Business Systems Analyst,Y,CA,CA,40.0,39.76,7
Certified,2022-01-27,2022-02-03,H-1B,Consultant,Y,PA,TX,112100.0,94037.0,7
Certified,2022-01-27,2022-02-03,H-1B,Attorney,Y,NY,NY,305000.0,134014.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Service Engineer,Y,WA,WA,172000.0,99008.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Senior Analyst, Information Security",Y,GA,GA,114000.0,88150.0,7
Certified,2022-01-27,2022-02-03,H-1B,Analyst,Y,DE,GA,71365.0,71365.0,7
Certified,2022-01-27,2022-02-03,H-1B,SOFTWARE DEVELOPER,N,NJ,MI,60.0,46.37,7
Certified,2022-01-27,2022-02-03,H-1B,Principle Firmware Engineer5,Y,ID,CA,225492.22,172245.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Chief of Staff, Data",Y,MA,MA,150000.0,140192.0,7
Certified,2022-01-27,2022-02-03,H-1B,Supply Chain Flow and Inventory Analyst,Y,CA,CA,87500.0,69784.0,7
Certified,2022-01-27,2022-02-03,H-1B,Research Associate,Y,OR,OR,5083.0,3667.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Development Engineer II,Y,WA,WA,160000.0,119350.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Developer,Y,NC,GA,92602.0,92602.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Software Programmer,Y,MO,IL,85000.0,82264.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer II,Y,CA,CA,135252.0,121763.0,7
Certified,2022-01-27,2022-02-03,H-1B,Manager,Y,CA,NY,108000.0,105706.0,7
Certified,2022-01-27,2022-02-03,H-1B,SOFTWARE DEVELOPER,Y,MI,NC,41.27,41.27,7
Certified,2022-01-27,2022-02-03,H-1B,Architecture Lead Analyst,Y,NY,TX,138000.0,120952.0,7
Certified,2022-01-27,2022-02-03,H-1B,Physical Therapist,N,MI,MA,44.0,39.49,7
Certified,2022-01-27,2022-02-03,H-1B,Engineer II - Supplier Development,Y,SC,SC,78300.0,75067.0,7
Certified,2022-01-27,2022-02-03,H-1B,IT Project Manager - II,Y,CA,FL,80954.0,61547.0,7
Certified,2022-01-27,2022-02-03,H-1B,PVT PRODUCT ENGINEER,Y,MI,MI,112778.0,112778.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Development Engineer II,Y,WA,CA,170500.0,121763.0,7
Certified,2022-01-27,2022-02-03,H-1B,Advisory Senior Consultant,Y,PA,NY,92560.0,92560.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Solution Specialist,Y,PA,MN,111176.0,109054.0,7
Certified,2022-01-27,2022-02-03,H-1B,Clinical Laboratory Scientist,Y,FL,CT,27.2,22.46,7
Certified,2022-01-27,2022-02-03,H-1B,Technical Designer,Y,CA,CA,92000.0,72571.0,7
Certified,2022-01-27,2022-02-03,H-1B,Data and Applied Scientist,Y,WA,WA,140000.0,91021.0,7
Certified,2022-01-27,2022-02-03,H-1B,Sr. Statistical Programmer,Y,GA,NJ,120000.0,115253.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Software Engineer, Machine Learning and Search Ranking",Y,CA,CA,135000.0,130894.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Developer,Y,PA,CT,84781.0,84781.0,7
Certified,2022-01-27,2022-02-03,H-1B,Lead Software Engineer,Y,CA,CA,193151.51,167710.0,7
Certified,2022-01-27,2022-02-03,H-1B1 Singapore,Sales Development Representative (Inbound),Y,CA,WA,53414.0,53414.0,7
Certified,2022-01-27,2022-02-03,H-1B,Engineer 2,Y,WA,WA,67350.0,67350.0,7
Certified,2022-01-27,2022-02-03,H-1B,System Architect - III,Y,CA,TX,126000.0,95555.0,7
Certified,2022-01-27,2022-02-03,H-1B,Consultant - US ,Y,TX,TX,70346.0,70346.0,7
Certified,2022-01-27,2022-02-03,H-1B,Engineering Manager 1615.51514,Y,CA,CA,249090.0,235040.0,7
Certified,2022-01-27,2022-02-03,H-1B,Program Manager II,Y,WA,TN,38938.0,38938.0,7
Certified,2022-01-27,2022-02-03,H-1B,Lead Software Engineer ,Y,CA,AZ,105000.0,86632.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Principal Engineer, R&D Engineering",Y,CA,CA,132000.0,124176.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,WA,MA,110000.0,79955.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Systems Analyst JC60,Y,TX,CA,104021.0,104021.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Technical Leader, Engineering",Y,CA,CA,170500.0,157477.0,7
Certified,2022-01-27,2022-02-03,H-1B,Principal Consultant - US ,Y,TX,NJ,146099.0,146099.0,7
Certified,2022-01-27,2022-02-03,H-1B,SAS DEVELOPER,Y,NJ,GA,75670.0,75670.0,7
Certified,2022-01-27,2022-02-03,H-1B,Analyst,Y,NY,NY,100000.0,70845.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Developer,Y,VA,CT,104000.0,84781.0,7
Certified,2022-01-27,2022-02-03,E-3 Australian,Market Research Analyst,Y,CA,CA,152955.0,145267.0,7
Certified,2022-01-27,2022-02-03,H-1B,Data Engineer ,Y,NJ,GA,97594.0,97594.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Developer Applications,Y,MI,MI,55.0,54.2,7
Certified,2022-01-27,2022-02-03,H-1B,SENIOR INTEGRATION DEVELOPER,Y,OH,OH,105143.0,105143.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Systems Analyst JC60,Y,TX,NJ,83491.0,83491.0,7
Certified,2022-01-27,2022-02-03,H-1B,Systems Administrator,Y,VA,FL,125000.0,71760.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,WA,CA,144000.0,101109.0,7
Certified,2022-01-27,2022-02-03,H-1B,Solutions Architect,Y,NJ,OR,97944.0,93018.0,7
Certified,2022-01-27,2022-02-03,H-1B,QA Engineer,Y,TX,OH,80000.0,74672.0,7
Certified,2022-01-27,2022-02-03,H-1B,Sr Technical Lead,Y,NJ,TX,85301.0,85301.0,7
Certified,2022-01-27,2022-02-03,H-1B,Engineering Project Manager II,Y,MA,MA,138000.0,88005.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Senior Engineer, Systems Engineering",Y,IA,IA,109637.0,109637.0,7
Certified,2022-01-27,2022-02-03,H-1B,Program Manager I,Y,WA,TX,75000.0,68411.0,7
Certified,2022-01-27,2022-02-03,H-1B,AWS/DevOps Engineer,Y,NC,VA,48.0,47.38,7
Certified,2022-01-27,2022-02-03,H-1B,Assistant Professor,Y,NY,NY,93636.0,75100.0,7
Certified,2022-01-27,2022-02-03,H-1B,FULL STACK DEVELOPER,Y,NJ,TX,94037.0,94037.0,7
Certified,2022-01-27,2022-02-03,H-1B,Technical Program Manager III,Y,WA,MA,155000.0,137530.0,7
Certified,2022-01-27,2022-02-03,E-3 Australian,Trading Analyst,Y,NY,NY,110000.0,108493.0,7
Certified,2022-01-27,2022-02-03,H-1B,Test Engineering Mgmt,Y,CA,CA,212500.0,174678.0,7
Certified,2022-01-27,2022-02-03,H-1B,Quantitative Analytics & Model Development Analyst Senior,Y,PA,OH,100000.0,93850.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Member Technical Staff, Software",Y,CA,CA,157000.0,156251.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,TX,IL,90500.0,90397.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer 3,Y,MD,MD,103995.0,103995.0,7
Certified,2022-01-27,2022-02-03,H-1B,Sr. Business Systems Analyst,Y,GA,MD,90000.0,78957.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Policy Associate,Y,CA,DC,100000.0,79394.0,7
Certified,2022-01-27,2022-02-03,H-1B,SALESFORCE CONSULTANT,Y,TX,TX,94037.0,94037.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Manager II, Software Development",Y,WA,CA,185000.0,136864.0,7
Certified,2022-01-27,2022-02-03,H-1B,Assistant Professor,Y,DE,DE,91969.0,82345.0,7
Certified,2022-01-27,2022-02-03,H-1B,Business Systems Analyst (20521.778.1),Y,CA,TX,94037.0,94037.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Development Engineer I,Y,WA,WA,129000.0,97760.0,7
Certified,2022-01-27,2022-02-03,H-1B,MMIS Release Manager,Y,TX,NH,96250.0,88005.0,7
Certified,2022-01-27,2022-02-03,H-1B,UX Research Manager,Y,CA,WA,192000.0,119475.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer MTS,Y,CA,WA,160000.0,140920.0,7
Certified,2022-01-27,2022-02-03,H-1B,Pediatrics Physician ,Y,MA,MA,155376.0,155376.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,CA,CA,206923.99,167710.0,7
Certified,2022-01-27,2022-02-03,H-1B,RF Engineer,Y,PA,GA,87818.0,87818.0,7
Certified,2022-01-27,2022-02-03,H-1B,Analyst,Y,DE,GA,87485.0,87485.0,7
Certified,2022-01-27,2022-02-03,H-1B,Regulatory Affairs Specialist,Y,CA,CA,98030.0,98030.0,7
Certified,2022-01-27,2022-02-03,H-1B,Business System Analyst,Y,VA,OH,91500.0,72280.0,7
Certified,2022-01-27,2022-02-03,H-1B,System Administrator,Y,MD,TX,71531.0,71531.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Systems Analyst JC60,Y,TX,NJ,92560.0,92560.0,7
Certified,2022-01-27,2022-02-03,H-1B,Data Scientist I,Y,WA,WA,130000.0,91021.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,CA,NY,177000.0,145454.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Staff Scientist, Bioinformatincs",Y,MA,TX,90147.0,90147.0,7
Certified,2022-01-27,2022-02-03,H-1B,Chief Financial Officer,Y,CA,CA,350000.0,287394.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,CA,WA,212162.3,162510.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Development Engineer I,Y,WA,TX,72384.0,72384.0,7
Certified,2022-01-27,2022-02-03,H-1B,Staff Software Engineer,Y,CA,CA,192780.0,157477.0,7
Certified,2022-01-27,2022-02-03,H-1B,Programmer Analyst - II,Y,CA,MN,88386.0,75234.0,7
Certified,2022-01-27,2022-02-03,H-1B,Analyst,Y,OH,TX,60000.0,58365.0,7
Certified,2022-01-27,2022-02-03,H-1B,Principal Software Engineer ,Y,VA,VA,141294.0,141294.0,7
Certified,2022-01-27,2022-02-03,H-1B,Application Architect,Y,NC,TX,95555.0,95555.0,7
Certified,2022-01-27,2022-02-03,H-1B,Principal Technology Risk Analyst,Y,MA,NC,108555.0,104146.0,7
Certified,2022-01-27,2022-02-03,H-1B,PROGRAMMER ANALYST,Y,MI,CA,105000.0,104021.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Software Developer, Applications",Y,MD,NC,135000.0,85842.0,7
Certified,2022-01-27,2022-02-03,H-1B,Product Manager ,Y,CA,CA,121763.0,121763.0,7
Certified,2022-01-27,2022-02-03,H-1B,Scientist I / Lab Manager,Y,AZ,AZ,80000.0,68910.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Manager, Statistics",Y,IL,IL,120000.0,99590.0,7
Certified,2022-01-27,2022-02-03,H-1B,Database Engineer,Y,PA,IL,117645.0,117645.0,7
Certified,2022-01-27,2022-02-03,H-1B,Gameplay Programmer - Games,Y,CA,CA,140000.0,118373.0,7
Certified,2022-01-27,2022-02-03,H-1B,Analyst,Y,NJ,TX,85000.0,76898.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer  - 1615.71049,Y,CA,CA,148000.0,130894.0,7
Certified,2022-01-27,2022-02-03,H-1B,Artist II,Y,WA,WA,66123.0,66123.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,TX,TX,109000.0,90750.0,7
Certified,2022-01-27,2022-02-03,H-1B,Advisory Senior Consultant,Y,PA,NY,92248.0,92248.0,7
Certified,2022-01-27,2022-02-03,H-1B,Lead Engineer ,Y,NJ,OH,73757.0,73757.0,7
Certified,2022-01-27,2022-02-03,H-1B,Statisticians - KBGFJG72420-9,Y,NJ,NY,119300.01,92019.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer ,Y,CA,CA,232000.0,157477.0,7
Certified,2022-01-27,2022-02-03,H-1B,Embedded Developer,Y,VA,IL,78749.0,72883.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Principal Engineer, R&D Engineering",Y,CA,CA,132000.0,124176.0,7
Certified,2022-01-27,2022-02-03,H-1B,Full Stack Developer,Y,MA,MA,99944.0,99944.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Validation Engineer/Scientist,Y,MA,MA,130000.0,120349.0,7
Certified,2022-01-27,2022-02-03,H-1B,IT Senior Systems Engineer,Y,MN,MN,109650.0,109054.0,7
Certified,2022-01-27,2022-02-03,H-1B,Accounting & Reporting Advisory In-Charge,Y,PA,NY,85155.0,85155.0,7
Certified,2022-01-27,2022-02-03,H-1B,Analog Design Engineer,Y,TX,AZ,91000.0,76170.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,NC,NC,122728.0,85842.0,7
Certified,2022-01-27,2022-02-03,H-1B,SCRUM MASTER,N,VA,IL,46.0,45.9,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Systems Analyst JC60,Y,TX,CT,82285.0,82285.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Systems Analyst JC60,Y,TX,NC,81952.0,81952.0,7
Certified,2022-01-27,2022-02-03,H-1B,Analyst,Y,DE,GA,87485.0,87485.0,7
Certified,2022-01-27,2022-02-03,H-1B,Architect,Y,MD,AZ,125000.0,85155.0,7
Certified,2022-01-27,2022-02-03,H-1B,Physician - Hospitalist,Y,OR,OR,80059.0,80059.0,7
Certified,2022-01-27,2022-02-03,H-1B,Assistant Research Scientist,Y,AZ,AZ,66950.0,44949.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,NY,NY,95000.0,81453.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,CA,CA,154863.0,154863.0,7
Certified,2022-01-27,2022-02-03,H-1B,Computer Programmer,Y,NJ,NY,76294.0,76294.0,7
Certified,2022-01-27,2022-02-03,H-1B,"Associate Director, Biostatistics",Y,PA,PA,200000.0,83013.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Governance & Secretariat Manager - KBGFJG68061-10,Y,NY,NY,153903.0,150821.0,7
Certified,2022-01-27,2022-02-03,H-1B,Sr. Product Development Engineer,Y,MD,MD,88754.0,88754.0,7
Certified,2022-01-27,2022-02-03,H-1B,Database Administrator,Y,NY,TX,96000.0,92102.0,7
Certified,2022-01-27,2022-02-03,H-1B,Genetic Counselor 2,Y,FL,FL,80604.0,73757.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Software Developer,Y,PA,NC,104770.0,104770.0,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Technical Product Manager,Y,OR,OR,155000.0,91915.0,7
Certified,2022-01-27,2022-02-03,E-3 Australian,"Director, Marketing Planning and Strategy",Y,AR,CT,230000.0,181501.0,7
Certified,2022-01-27,2022-02-03,H-1B,Technical Support Engineer,Y,WA,WA,110000.0,58094.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,IL,NY,118000.0,101754.0,7
Certified,2022-01-27,2022-02-03,H-1B,Postdoctoral Scholar ,Y,CA,CA,70000.0,54540.0,7
Certified,2022-01-27,2022-02-03,E-3 Australian,Financial Accountant,Y,MA,MA,75005.0,75005.0,7
Certified,2022-01-27,2022-02-03,H-1B,Lecturer,Y,CA,CA,98800.0,87267.0,7
Certified,2022-01-27,2022-02-03,H-1B,ASIC Engineer,Y,CA,CA,124176.0,124176.0,7
Certified,2022-01-27,2022-02-03,H-1B,Base Software (BSW) Engineering Manager,Y,MI,MI,143000.0,127837.0,7
Certified,2022-01-27,2022-02-03,H-1B,SR. FRONT-END ENGINEER,Y,CA,NJ,49.0,48.92,7
Certified,2022-01-27,2022-02-03,H-1B,SOFTWARE ENGINEER,Y,AZ,AZ,105269.0,105269.0,7
Certified,2022-01-27,2022-02-03,H-1B,Market Research Analyst,Y,DC,OR,55000.0,42141.0,7
Certified,2022-01-27,2022-02-03,H-1B,Software Engineer,Y,TX,TX,111176.0,111176.0,7
Certified,2022-01-27,2022-02-03,H-1B,Vice President,Y,TX,NY,160000.0,130021.0,7
Certified,2022-01-27,2022-02-03,H-1B,Assistant Professor in Korean Applied Linguistics and Pedago,Y,UT,UT,49058.0,43250.0,7
Certified,2022-01-27,2022-02-03,H-1B,Core Protocol Engineer,N,CA,CA,125.0,75.71,7
Certified,2022-01-27,2022-02-03,H-1B,Senior Software Test Engineer,Y,CA,CA,99091.0,99091.0,7
Certified,2022-01-27,2022-02-03,H-1B,Demand Planner,Y,PA,PA,90000.0,77210.0,7
Certified,2022-01-27,2022-02-03,H-1B1 Singapore,Recruiter,Y,TN,CA,100000.0,75358.0,7
Certified,2022-01-27,2022-02-03,H-1B,Staff Technical Program Manager,Y,AR,CA,171823.6,142438.0,7
